county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density
"Cooke County, Texas",539.0,9.0,0.016697588126159554,8845,39571,7043,29979,967,221,357,17,40,947,39571,19660,19911,2677,2627,2440,2643,2550,4818,4226,4932,2641,2973,4111,2154,779,40.4,874.81,0.245,39107,33276,25615,12832,5831,15368,692,532,1453,1811,2470,2639,2061,2425,688,597,57646,73257,28751,47181,35469,1.6697588126159555,1.362108614894746,22.3522276414546,45.23382220139231
"Coryell County, Texas",1962.0,13.0,0.006625891946992864,40169,75389,13631,44478,9991,472,1476,569,0,4772,75389,37630,37759,5353,4750,5146,4458,8425,14423,10877,8429,3643,2872,4224,1970,819,31.5,1052.1989999999996,0.312,57922,52188,43175,18655,5734,22314,1193,988,2314,2666,3647,4875,2966,2761,527,377,51440,64278,21507,35608,32747,0.6625891946992865,2.6025016912281633,53.28230909018558,71.64899415414767
"Cottle County, Texas",35.0,3.0,0.08571428571428573,528,1623,382,867,243,5,0,0,89,37,1623,792,831,166,137,158,98,31,180,79,229,116,79,209,102,39,37.9,900.564,0.202,1623,1402,666,956,221,686,77,57,109,105,125,119,46,14,20,14,34375,47243,20108,40526,26250,8.571428571428573,2.1565003080714726,32.53234750462107,1.802203952189961
"Crane County, Texas",74.0,3.0,0.040540540540540536,2097,4839,3080,1548,189,3,19,0,0,0,4839,2511,2328,381,381,473,479,239,639,574,569,317,206,330,196,55,32.4,785.069,0.204,4738,3976,3301,1013,762,1422,77,29,154,51,120,328,240,303,53,67,70398,79681,26113,57929,28816,4.0540540540540535,1.5292415788386031,43.33539987600744,6.163789424878578
"Crockett County, Texas",166.0,7.0,0.042168674698795185,1100,3633,2306,1295,32,0,0,0,0,0,3633,1771,1862,303,321,209,305,96,528,364,513,112,343,336,163,40,35.9,2807.324,0.3,3559,3018,2241,910,541,1388,108,89,194,85,153,336,84,266,67,6,51152,63225,24852,43162,27227,4.216867469879518,4.569226534544454,30.278007156619875,1.2941149649986963
"Crosby County, Texas",115.0,6.0,0.052173913043478265,1467,5861,3261,2330,210,0,14,0,3,43,5861,2921,2940,400,393,534,454,327,643,725,580,391,356,560,374,124,38.1,900.199,0.259,5780,4602,2780,2446,1178,2044,218,151,288,292,363,324,210,128,30,40,37899,50926,19155,35793,26250,5.217391304347826,1.962122504692032,25.02985838594097,6.51078261584383
"Culberson County, Texas",97.0,2.0,0.020618556701030927,626,2241,1646,534,3,0,12,0,0,46,2241,1231,1010,195,156,110,109,90,374,173,294,199,113,217,140,71,43.0,3812.156,0.32,2233,1770,1115,820,463,681,67,56,156,71,106,115,53,53,2,2,33417,42536,15873,29893,19914,2.0618556701030926,4.328424810352521,27.933958054439984,0.5878563206752294
"Dallam County, Texas",362.0,10.0,0.027624309392265192,415,7243,3260,3655,63,85,107,0,0,73,7243,3795,3448,692,634,663,581,294,1143,680,1027,454,324,422,255,74,31.6,1503.132,0.275,7204,5408,4039,1856,1796,2404,74,78,283,301,459,500,251,262,118,78,51250,78602,26844,45890,31543,2.7624309392265194,4.997929034930277,5.729670026232224,4.818605418552728
"Dallas County, Texas",92197.0,1220.0,0.013232534681171838,919632,2586552,1033000,765816,572790,5243,158780,1125,4484,45314,2586552,1275226,1311326,195852,194682,188069,175401,183838,421527,359293,327994,149682,126422,160112,73856,29824,33.3,872.056,0.305,2568003,2027479,1428744,760531,540524,917276,56186,38084,86536,94733,128009,171046,108993,119771,50048,63870,56854,85064,31219,42810,40218,1.323253468117184,3.5644750231195816,35.554359626251475,2966.0388782371774
"Dawson County, Texas",787.0,17.0,0.0216010165184244,5176,12964,7402,4630,763,56,6,0,0,107,12964,7235,5729,852,740,1067,743,1285,2157,1630,1333,708,601,977,610,261,33.0,900.306,0.279,11190,9464,6020,4642,1726,4322,394,322,815,373,609,603,441,519,106,140,44657,62692,21543,44051,26088,2.16010165184244,6.0706572045664915,39.92594878124036,14.39954859792115
"DeWitt County, Texas",1078.0,44.0,0.040816326530612235,189284,20435,7132,11271,1865,7,1,0,0,159,20435,10577,9858,1302,1378,1134,1190,879,2446,2839,2488,1412,1437,2101,1293,536,40.9,908.976,0.255,18492,16089,11832,6600,2403,7088,459,575,668,773,885,1199,891,885,244,509,53779,81174,28728,46202,30306,4.081632653061224,5.2752630291167115,926.27355028138,22.481341641583498
"Deaf Smith County, Texas",1026.0,25.0,0.024366471734892783,4533,18899,13659,4781,144,48,103,16,18,130,18899,9507,9392,1663,1579,1746,1510,1301,2372,2314,2075,1100,923,1279,735,302,32.0,1496.822,0.261,18691,14880,10375,5966,3811,6139,332,415,471,686,1072,1125,900,871,141,126,51841,63376,21515,45189,30660,2.4366471734892783,5.428858669770888,23.9853960527012,12.62608379620289
"Delta County, Texas",33.0,0.0,0.0,2936,5215,380,4232,391,16,35,0,3,158,5215,2527,2688,315,282,378,434,241,516,541,647,400,419,613,293,136,42.3,256.832,0.292,5149,4367,3051,2071,782,2015,158,134,170,309,289,298,281,229,85,62,46138,63240,25004,52143,36349,0.0,0.6327900287631831,56.29913710450624,20.30510216795415
"Denton County, Texas",14157.0,170.0,0.012008193826375644,841,807047,155047,484341,74946,2730,66371,620,1354,21638,807047,397140,409907,52426,58124,59211,57237,53864,120505,125021,117565,49599,36830,50328,20174,6163,35.2,878.6010000000001,0.317,803126,710804,628614,139994,92322,283250,10133,5902,15106,18475,30850,46764,37790,56131,29352,32747,83376,108579,39535,64216,49842,1.2008193826375644,1.754172929209823,0.10420706600730813,918.5591639435875
"Dickens County, Texas",51.0,2.0,0.0392156862745098,343,2216,673,1463,68,0,12,0,0,0,2216,1143,1073,109,103,173,146,82,200,323,246,128,193,276,204,33,43.9,901.724,0.18,2092,1698,1223,886,394,842,101,98,99,63,139,141,88,73,20,20,41618,57230,23452,46406,37422,3.9215686274509802,2.3014440433213,15.478339350180507,2.457514716254641
"Dimmit County, Texas",287.0,7.0,0.024390243902439025,2526,10663,9244,1008,5,0,402,0,0,4,10663,5186,5477,1015,746,981,864,523,1344,1457,923,435,641,927,515,292,33.7,1328.885,0.265,10555,8210,3740,4897,2345,3309,474,330,774,397,277,308,309,263,102,75,27832,50693,18121,41473,21983,2.4390243902439024,2.6915502203882586,23.68939322892244,8.024020137182676
"Donley County, Texas",85.0,1.0,0.011764705882352941,798,3387,373,2749,166,13,14,0,0,72,3387,1634,1753,162,195,244,278,251,326,322,368,226,226,427,287,75,41.6,926.906,0.307,3322,2812,2125,1157,510,1290,98,77,151,166,233,214,154,130,44,23,43224,57942,23711,46944,29677,1.1764705882352942,2.509595512252731,23.560673162090346,3.65409221647071
"Duval County, Texas",486.0,21.0,0.043209876543209874,6844,11355,10135,1028,191,0,0,0,1,0,11355,5758,5597,813,709,1016,633,930,1433,1297,1278,903,318,1101,709,215,36.1,1793.477,0.26,10856,8200,4568,5071,2656,3511,428,299,564,374,498,626,327,225,84,86,37382,50374,17864,43637,24217,4.320987654320987,4.280052840158521,60.27300748568912,6.33127717835244
"Eastland County, Texas",251.0,6.0,0.023904382470119518,2713,18270,2963,14532,550,71,119,0,0,35,18270,9245,9025,979,1149,1008,1461,1120,1767,2052,2007,1348,1272,2215,1234,658,42.4,926.505,0.29,18007,15083,10261,7858,2924,6460,695,457,1246,793,1023,945,373,498,220,210,35325,60741,23940,48326,30581,2.390438247011952,1.3738368910782703,14.849480021893816,19.719267570061685
"Ector County, Texas",3689.0,95.0,0.025752236378422336,29109,158342,94453,52830,6704,339,1692,50,325,1949,158342,80249,78093,14526,13298,12743,11485,12562,26131,19808,17110,8353,7355,8654,4463,1854,30.3,897.811,0.3720000000000001,157175,123453,95751,38448,33722,51954,2561,1891,4818,5325,6690,9794,6982,8186,3062,2645,60676,82506,28700,54956,35600,2.5752236378422335,2.329767212742039,18.383625317351047,176.36451324387872
"Edwards County, Texas",71.0,2.0,0.028169014084507043,562,2055,1194,859,0,1,0,0,0,1,2055,1062,993,120,132,63,156,89,140,163,367,122,134,334,219,16,49.3,2117.871,0.229,2043,1792,1034,1183,251,686,68,50,93,107,52,140,71,44,24,37,40313,62107,29814,35163,33487,2.8169014084507045,3.454987834549878,27.347931873479318,0.9703140559552493
"El Paso County, Texas",38554.0,595.0,0.01543289931005862,55257,837654,690189,102112,25430,2213,9163,1022,425,7100,837654,411682,425972,65182,61152,66845,64636,71442,123364,104799,97217,46419,39134,54577,30595,12292,32.0,1013.186,0.315,813458,645185,420177,278278,168273,265724,23295,17387,33399,31324,40687,48631,27591,27684,9163,6563,44597,60632,20763,38598,31418,1.5432899310058619,4.602616354724027,6.596637752580421,826.7524422958865
"Ellis County, Texas",4875.0,76.0,0.01558974358974359,292857,168838,43737,104141,15820,336,1104,46,159,3495,168838,83184,85654,11392,12826,13120,12711,10718,21434,22272,22939,11317,9272,12940,6149,1748,36.1,935.66,0.38,167585,142034,115928,42252,25551,55840,1972,1861,3719,4313,6129,10812,8484,10267,4812,3471,72213,90350,30727,53656,43455,1.558974358974359,2.8873831720347316,173.45443561283597,180.44802599234765
"Erath County, Texas",1017.0,13.0,0.0127826941986234,7853,41482,8671,31082,674,213,312,21,9,500,41482,20216,21266,2449,2551,2356,4548,5919,5055,4174,4327,2300,2085,3324,1612,782,30.0,1083.178,0.34,40979,33689,26740,10469,7290,13961,1656,639,1395,1559,1947,2491,1410,1716,744,404,48819,67961,25290,42103,32345,1.2782694198623399,2.451665782749144,18.9311026469312,38.296568061759004
"Falls County, Texas",663.0,5.0,0.007541478129713423,6178,17299,3987,8878,4153,57,73,7,0,144,17299,8189,9110,1042,1022,1058,967,1175,2466,1914,2421,1238,1013,1600,904,479,39.3,765.465,0.29,15531,12901,8635,6361,2630,5237,806,392,566,676,818,852,505,458,118,46,38032,49617,17830,31817,35503,0.7541478129713423,3.8325914792762585,35.713046996936235,22.599335044711385
"Fannin County, Texas",778.0,18.0,0.02313624678663239,8501,34175,3752,27018,2133,169,242,13,3,845,34175,18034,16141,1722,1973,2259,2038,2131,4166,4038,4832,2381,2190,3623,1948,874,41.9,890.835,0.32,31300,26291,18710,11381,5009,12231,1005,577,1289,1342,1796,2239,1604,1525,466,388,50761,65077,24581,50000,36165,2.313624678663239,2.2765179224579373,24.874908558888077,38.362884260272665
"Fayette County, Texas",519.0,22.0,0.04238921001926782,7062,25066,5212,17917,1592,13,119,0,0,213,25066,12351,12715,1256,1533,1540,1391,1320,2317,2618,3037,2150,1881,3277,1970,776,47.0,949.87,0.24,24647,21995,17577,8205,2652,9067,539,660,885,830,1244,1700,1176,1134,344,555,56297,76017,30097,45089,30297,4.238921001926782,2.0705337907923083,28.173621638873374,26.388874267004958
"Fisher County, Texas",102.0,3.0,0.029411764705882356,493,3883,1185,2492,114,0,23,5,0,64,3883,1879,2004,262,183,206,256,258,393,431,455,269,278,488,316,88,44.4,898.951,0.229,3860,3267,2514,1406,593,1649,132,136,144,229,256,292,154,242,33,31,46827,64120,28355,45313,33750,2.9411764705882355,2.626834921452485,12.696368787020345,4.319479037233397
"Floyd County, Texas",126.0,9.0,0.07142857142857142,1290,5872,3429,2184,164,8,10,0,0,77,5872,2885,2987,381,386,517,407,358,681,733,583,383,346,573,366,158,36.9,992.143,0.31,5834,4525,2954,2269,1309,2328,190,156,304,208,343,520,308,214,44,41,48555,57642,23308,41493,29474,7.142857142857142,2.1457765667574935,21.96866485013624,5.918501667602351
"Foard County, Texas",21.0,1.0,0.047619047619047616,166,1408,288,1095,25,0,0,0,0,0,1408,712,696,62,65,87,100,47,87,181,214,104,82,162,160,57,49.3,704.3969999999998,0.28800000000000003,1373,1191,856,538,182,557,9,41,76,78,86,129,65,37,18,18,46354,60131,25636,38977,20962,4.761904761904762,1.4914772727272727,11.789772727272728,1.9988727947450093
"Fort Bend County, Texas",17392.0,306.0,0.017594296228150876,242227,739342,179653,249314,149334,1652,146020,141,1583,11645,739342,363177,376165,51655,58222,59504,54665,43098,91278,113334,104353,47261,41118,49623,18833,6398,36.0,861.582,0.254,734071,652304,558076,139849,81767,230381,7147,4047,11051,12527,19631,35823,29557,47159,26873,36566,95561,123548,39472,71336,53339,1.7594296228150876,2.3523619650986958,32.762510448479865,858.1214556478664
"Franklin County, Texas",215.0,7.0,0.03255813953488372,1695,10679,1515,8460,408,22,5,8,0,261,10679,5362,5317,587,672,840,794,526,1066,1129,1322,789,733,1283,755,183,43.0,284.391,0.305,10584,8824,6682,3673,1760,3806,171,188,483,503,462,658,578,491,94,178,52944,67848,25602,41613,35053,3.255813953488372,2.0132971251989886,15.872272684708305,37.550414745895615
"Freestone County, Texas",458.0,4.0,0.008733624454148471,6601,19709,2984,13225,3103,12,113,0,0,272,19709,10163,9546,1153,1358,1204,1188,952,2634,2473,2348,1413,1199,2132,1238,417,40.4,877.7310000000001,0.39,18047,15220,11020,6991,2827,6865,371,492,959,830,848,1057,756,1035,324,193,48731,67181,24083,50804,31098,0.8733624454148471,2.323811456694911,33.49231315642599,22.454487764474536
"Frio County, Texas",1007.0,9.0,0.008937437934458791,7289,19394,15279,3035,757,9,172,0,23,119,19394,11580,7814,1166,1182,1174,1763,2021,3553,2385,2094,775,900,1356,841,184,31.4,1133.501,0.294,15733,12265,7552,6172,3468,4624,397,438,570,488,734,737,468,549,149,94,42476,63369,18288,35740,28381,0.8937437934458791,5.192327523976488,37.583788800659995,17.109821694025854
"Gaines County, Texas",503.0,11.0,0.02186878727634195,2082,20321,8375,11299,391,93,95,13,44,11,20321,10320,10001,2190,1848,2152,1761,1228,2856,2395,2205,1117,804,972,545,248,27.9,1502.364,0.34600000000000003,20212,13803,9884,4751,6409,5737,444,175,538,668,686,999,857,815,318,237,59032,74857,22710,49333,27473,2.1868787276341948,2.4752718862260714,10.245558781556026,13.52601633159474
"Galveston County, Texas",12297.0,169.0,0.013743189395787591,155354,327089,79406,188666,40398,747,10621,203,348,6700,327089,161269,165820,21173,21795,23438,22157,19905,43687,42869,44116,23589,20096,27241,12627,4396,37.5,378.937,0.344,321952,276296,224321,86982,45656,119181,7129,4770,10383,9872,12982,18276,13461,20241,10546,11521,69369,95026,35448,64771,47458,1.3743189395787592,3.7595272234774018,47.495941471587244,863.1751452088341
"Garza County, Texas",124.0,7.0,0.05645161290322581,1251,6288,3272,2562,267,23,137,0,7,20,6288,4070,2218,269,238,274,394,516,1075,1172,887,402,280,408,304,69,39.0,893.414,0.191,4405,3633,2623,1684,772,1628,91,92,86,175,357,303,261,201,22,40,55039,71609,19177,36124,31192,5.645161290322581,1.9720101781170483,19.89503816793893,7.038170433863808
"Gillespie County, Texas",359.0,10.0,0.027855153203342614,6249,26208,6006,19653,19,7,42,0,34,447,26208,12731,13477,1302,1298,1622,1551,1180,2124,2609,2872,1763,2276,3920,2599,1092,50.3,1058.198,0.244,25851,20998,16326,9813,4853,10717,520,492,1171,1191,1299,2140,1105,1615,505,679,58325,80569,33515,47274,36044,2.7855153203342615,1.3698107448107448,23.84386446886447,24.766631575565253
"Glasscock County, Texas",13.0,0.0,0.0,79,1430,626,804,0,0,0,0,0,0,1430,787,643,68,69,127,132,158,122,229,134,68,150,87,69,17,36.0,900.2180000000002,0.263,1430,1140,960,233,290,432,22,0,71,25,49,39,77,80,49,20,75833,94304,30902,42404,24722,0.0,0.9090909090909091,5.524475524475524,1.5885041178914436
"Goliad County, Texas",157.0,6.0,0.03821656050955414,1584,7531,2699,4396,372,0,43,0,0,21,7531,3734,3797,312,526,530,395,511,672,756,994,684,536,841,683,91,46.0,852.0110000000002,0.311,7428,6634,5154,2647,794,2681,246,173,294,244,203,408,315,478,197,123,60492,76236,29918,61554,39438,3.821656050955414,2.084716505112203,21.033063338202098,8.83908775825664
"Gonzales County, Texas",1111.0,20.0,0.018001800180018002,5337,20667,10436,8667,1356,17,52,4,0,135,20667,10448,10219,1507,1569,1599,1389,1315,2470,2265,2523,1491,1207,1903,1055,374,36.5,1066.686,0.328,20384,16323,10461,7731,4061,7214,392,438,796,865,913,1534,833,794,345,304,53006,73239,26618,40978,31465,1.8001800180018002,5.375719746455703,25.823777035854263,19.374961328825915
"Gray County, Texas",450.0,10.0,0.022222222222222227,3962,22685,6465,14504,1007,181,153,19,0,356,22685,11903,10782,1641,1631,1617,1273,1414,3119,3021,2783,1538,1080,1862,1133,573,36.6,925.974,0.358,21117,17296,12359,7532,3821,8000,538,341,1279,1029,919,1399,904,1025,284,282,47170,66873,24911,48117,31497,2.2222222222222228,1.9836896627727574,17.465285430901474,24.498528036424347
"Grayson County, Texas",2508.0,68.0,0.027113237639553433,33653,128560,16817,97457,6842,1534,1805,66,201,3838,128560,62737,65823,8066,8267,9100,8466,7771,15528,15026,16509,9361,8176,13191,6592,2507,39.9,932.831,0.381,127174,105716,80788,41729,21458,47957,3175,2372,4788,4858,6977,8469,7223,5982,2614,1499,54370,70460,27276,45691,35604,2.711323763955343,1.9508400746733041,26.176882389545735,137.8170322384226
"Gregg County, Texas",2525.0,85.0,0.033663366336633666,24844,123494,22916,71387,24767,377,1641,121,144,2141,123494,60208,63286,9322,9310,8434,8245,8595,17098,14731,14571,8105,6878,10055,5425,2725,35.4,273.38,0.343,121339,98319,70968,40044,23020,45532,3422,2400,5200,5394,6809,8496,4784,5610,1918,1499,49287,67886,25839,46156,35192,3.3663366336633667,2.044633747388537,20.117576562424087,451.7301924061746
"Grimes County, Texas",1174.0,35.0,0.02981260647359455,9631,27630,6616,16163,4165,90,45,0,15,536,27630,14892,12738,1534,1604,1975,1843,1701,3173,3608,3669,1951,2018,2901,1153,500,40.3,787.467,0.406,24066,20774,14468,9388,3292,8793,634,528,1094,1006,1112,1508,957,1186,367,401,50298,72230,23513,42188,31545,2.981260647359455,4.249004705030764,34.85703944987333,35.087184605831105
"Guadalupe County, Texas",3835.0,79.0,0.02059973924380704,28901,155137,58462,78655,11140,274,2578,246,530,3252,155137,76850,78287,9910,11309,11397,11707,9540,19682,21641,21399,9868,7945,12567,6145,2027,36.7,711.252,0.333,152940,135375,112769,41595,17565,53107,2364,1685,3486,3691,6611,10521,7945,9857,4019,2928,70931,86049,30817,52101,39372,2.059973924380704,2.4720086117431688,18.629340518380527,218.11819158329257
"Hale County, Texas",2508.0,61.0,0.02432216905901116,7068,34113,20153,11669,1486,10,104,7,22,662,34113,17751,16362,2392,2344,3045,2761,2678,4698,3986,4047,2033,1637,2418,1342,732,33.1,1004.68,0.315,32366,26187,18237,10678,6179,11146,969,584,1250,1286,1958,2302,1431,965,239,162,47080,56831,19854,41728,32002,2.4322169059011163,7.352035880749275,20.719373845747953,33.95409483616674
"Hall County, Texas",45.0,1.0,0.022222222222222227,680,3074,1057,1729,239,3,9,0,0,37,3074,1546,1528,124,152,295,275,144,251,330,371,173,250,377,243,89,43.5,883.492,0.259,3016,2244,1237,1393,772,1301,122,141,249,215,139,177,103,108,17,30,32921,54817,22846,40734,30060,2.2222222222222228,1.4638906961613531,22.121014964216005,3.4793750254671236
"Hamilton County, Texas",194.0,4.0,0.020618556701030927,2147,8269,1019,7004,42,62,24,0,0,118,8269,4070,4199,469,502,454,513,406,832,893,929,641,548,1050,599,433,46.0,835.915,0.257,8044,6639,4724,3273,1405,3108,191,267,385,379,355,548,357,394,116,116,47500,70251,28074,41516,29388,2.0618556701030926,2.346111984520498,25.964445519409846,9.892154106577822
"Hansford County, Texas",193.0,6.0,0.031088082901554407,1056,5547,2618,2911,3,4,0,0,0,11,5547,2783,2764,467,363,473,436,431,658,736,544,303,273,487,270,106,34.3,919.81,0.269,5463,4386,3468,1398,1077,1855,139,72,227,411,267,296,191,146,85,21,39229,54819,20127,40861,24109,3.108808290155441,3.4793582116459345,19.03731746890211,6.0305932746980355
"Hardeman County, Texas",63.0,1.0,0.015873015873015872,756,3952,851,2693,271,41,0,0,0,96,3952,1938,2014,196,291,307,199,237,465,401,530,225,302,457,219,123,42.4,695.1139999999998,0.336,3940,3318,2329,1611,622,1519,70,140,301,128,187,312,179,144,12,46,42238,56979,22938,41901,29426,1.5873015873015872,1.5941295546558705,19.129554655870447,5.685398366311139
"Hardin County, Texas",1429.0,34.0,0.023792862141357597,10016,56379,3142,48896,3169,110,326,0,76,660,56379,27342,29037,3739,3620,4188,3784,3256,6855,7194,7149,3961,3438,5602,2691,902,39.0,890.587,0.371,55918,47649,38068,16535,8269,20385,1552,1262,1800,1886,2182,3641,2387,3484,1233,958,59105,77772,29108,58674,35973,2.37928621413576,2.534631689104099,17.76548005463027,63.305437874121225
"Harris County, Texas",157392.0,2783.0,0.01768196604655891,1547748,4602523,1958963,1384032,855008,8147,317911,2456,10431,65575,4602523,2288295,2314228,352799,346412,342994,315136,321813,747301,657407,576550,261843,227941,282371,123989,45967,33.3,1705.203,0.299,4581010,3657243,2643160,1294937,923767,1583486,96861,64276,148086,154564,201347,277335,185201,224530,98609,132677,60146,89270,31901,49579,41028,1.768196604655891,3.4196895919911756,33.62825128739172,2699.105619682818
